type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb
link	post_page_20446254070	20446254070_10155225429894071	https://www.facebook.com/20446254070/posts/10155225429894071	"The young New York Knicks rookie stood up to LeBron James."	https://external.xx.fbcdn.net/safe_image.php?d=AQDC2MbtSU5i2TtD&w=130&h=130&url=http%3A%2F%2Fstatic6.businessinsider.com%2Fimage%2F5a0a48853dbef4cc1d8b5a69-1190-625%2Fknicks-19-year-old-rookie-at-the-center-of-knicks-lebron-james-feud-shoved-james-and-caused-a-minor-fracas.jpg&cfs=1&sx=334&sy=0&sw=595&sh=595&_nc_hash=AQDgYvPmGU54SgS1	https://external.xx.fbcdn.net/safe_image.php?d=AQBUguC0RfQqzD9C&url=http%3A%2F%2Fstatic6.businessinsider.com%2Fimage%2F5a0a48853dbef4cc1d8b5a69-1190-625%2Fknicks-19-year-old-rookie-at-the-center-of-knicks-lebron-james-feud-shoved-james-and-caused-a-minor-fracas.jpg&_nc_hash=AQCC9wQtvj6mKfOh	http://www.businessinsider.com/frank-ntilikina-shoves-lebron-james-knicks-cavs-2017-11	businessinsider.com	2017-11-14T14:10:00+0000	1510668600	"2017-11-14 15:10:00"	31	0	39	1	40
link	post_page_20446254070	20446254070_10155225517419071	https://www.facebook.com/20446254070/posts/10155225517419071	"The American Bar Association determined that he is not qualified for the lifetime judicial appointment."	https://external.xx.fbcdn.net/safe_image.php?d=AQBBJfjpqCnnde_2&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a2be4c3453d923f9a36e4%2Ff6779a1c333e1dd9285d9727fb2081b63f4f71d2_ebde045c4b8dc5b7b06e98563052f2604a9e7d5e_facebook&cfs=1&sx=304&sy=0&sw=595&sh=595&_nc_hash=AQDmmbFxcaxmTADG	https://external.xx.fbcdn.net/safe_image.php?d=AQCAnfGLyekFbCaR&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a2be4c3453d923f9a36e4%2Ff6779a1c333e1dd9285d9727fb2081b63f4f71d2_ebde045c4b8dc5b7b06e98563052f2604a9e7d5e_facebook&_nc_hash=AQAeo5VkcRluPCfX	http://read.bi/2zBKNiJ	read.bi	2017-11-14T14:00:46+0000	1510668046	"2017-11-14 15:00:46"	13	5	31	6	42
link	post_page_20446254070	20446254070_10155225500039071	https://www.facebook.com/20446254070/posts/10155225500039071	"Fields of dreams."	https://external.xx.fbcdn.net/safe_image.php?d=AQDDi4eU18htm4CY&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a092bc3453df04d056188%2Fc87a24b09d94ed17f238d43e626c598fae30e8c7_f021eef569c835a966f74d1a7db946496f7469e3_facebook&cfs=1&_nc_hash=AQDVWyEjW-edajPE	https://external.xx.fbcdn.net/safe_image.php?d=AQBrXMLZ8o8H_XuO&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a092bc3453df04d056188%2Fc87a24b09d94ed17f238d43e626c598fae30e8c7_f021eef569c835a966f74d1a7db946496f7469e3_facebook&_nc_hash=AQBh0P0GbbIL6U-0	http://read.bi/2zAtnmw	read.bi	2017-11-14T13:50:05+0000	1510667405	"2017-11-14 14:50:05"	14	8	18	1	27
link	post_page_20446254070	20446254070_10155225486584071	https://www.facebook.com/20446254070/posts/10155225486584071	"The Porsche Panamera takes the trophy for 2017."	https://external.xx.fbcdn.net/safe_image.php?d=AQBJRXT_Mn7EsTNU&w=130&h=130&url=http%3A%2F%2Fstatic2.businessinsider.com%2Fimage%2F5a09e85735876efc0e8b59a2-1190-625%2Fthe-porsche-panamera-is-business-insiders-2017-car-of-the-year.jpg&cfs=1&_nc_hash=AQC0CjRL3JBJfjJY	https://external.xx.fbcdn.net/safe_image.php?d=AQCu7AMqppqasqSy&url=http%3A%2F%2Fstatic2.businessinsider.com%2Fimage%2F5a09e85735876efc0e8b59a2-1190-625%2Fthe-porsche-panamera-is-business-insiders-2017-car-of-the-year.jpg&_nc_hash=AQAWcAtfQ5_qs3CU	http://www.businessinsider.com/porsche-panamera-is-business-insider-2017-car-of-the-year-2017-11	businessinsider.com	2017-11-14T13:42:54+0000	1510666974	"2017-11-14 14:42:54"	67	4	76	4	84
link	post_page_20446254070	20446254070_10155225482414071	https://www.facebook.com/20446254070/posts/10155225482414071	"Trump Jr. released his  entire chain of messages  with Wikileaks."	https://external.xx.fbcdn.net/safe_image.php?d=AQDNK7EMVywt7f07&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0aedd709df6ada4f5b30b0%2F732adbe7e9485acff7d0e4b7a628daddba1c1b63_330a1fa32d4ed348a402b55c3f3b52fa19cfdbcc_facebook&cfs=1&sx=236&sy=0&sw=512&sh=512&_nc_hash=AQCHeKtR6VDgsEVO	https://external.xx.fbcdn.net/safe_image.php?d=AQBSVk02U3fRNR_G&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0aedd709df6ada4f5b30b0%2F732adbe7e9485acff7d0e4b7a628daddba1c1b63_330a1fa32d4ed348a402b55c3f3b52fa19cfdbcc_facebook&_nc_hash=AQCSuhKeUtwFPZOQ	http://read.bi/2AEmpJU	read.bi	2017-11-14T13:40:01+0000	1510666801	"2017-11-14 14:40:01"	15	5	26	3	34
link	post_page_20446254070	20446254070_10155225474679071	https://www.facebook.com/20446254070/posts/10155225474679071	"It s all about smell."	https://external.xx.fbcdn.net/safe_image.php?d=AQAvA4Mo4dNsj2Hk&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a18d07bcaa4387e631016%2Fa54189b3ebcf099b9f17ce93133f2721c665156f_ebccf8359a238135e848253b65fb374f1bdf869d_facebook&cfs=1&sx=438&sy=0&sw=595&sh=595&_nc_hash=AQCvBXfmuZ2EWUnk	https://external.xx.fbcdn.net/safe_image.php?d=AQBp2gfproPiCJSY&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a18d07bcaa4387e631016%2Fa54189b3ebcf099b9f17ce93133f2721c665156f_ebccf8359a238135e848253b65fb374f1bdf869d_facebook&_nc_hash=AQBQmwkT30RgcH0u	http://read.bi/2yBpGcc	read.bi	2017-11-14T13:35:01+0000	1510666501	"2017-11-14 14:35:01"	9	0	11	2	13
link	post_page_20446254070	20446254070_10155225464189071	https://www.facebook.com/20446254070/posts/10155225464189071	"Your Kindergarten teacher taught you more than how to recite the alphabet."	https://external.xx.fbcdn.net/safe_image.php?d=AQDSjEF7Rp6MjLZO&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09fccb09df6aaa164ede19%2F9b1bfa85a185efb0696ab97b2de3661fc326bc65_f232c7653a79e34767c0fda07e8baee77ebb3cab_facebook&cfs=1&sx=288&sy=0&sw=595&sh=595&_nc_hash=AQC2AUyedtP-nbmJ	https://external.xx.fbcdn.net/safe_image.php?d=AQBy0t9XuRRDY4o9&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09fccb09df6aaa164ede19%2F9b1bfa85a185efb0696ab97b2de3661fc326bc65_f232c7653a79e34767c0fda07e8baee77ebb3cab_facebook&_nc_hash=AQAXiDhwsVWPoT_m	http://read.bi/2idj7Xb	read.bi	2017-11-14T13:30:08+0000	1510666208	"2017-11-14 14:30:08"	24	1	27	14	42
link	post_page_20446254070	20446254070_10155225439904071	https://www.facebook.com/20446254070/posts/10155225439904071	"There are two beers available:  light  or  dark. "	https://external.xx.fbcdn.net/safe_image.php?d=AQC02eoJgxc6nzhO&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09ffbb004df90629fe8841%2Fa4396ba9a429f7060a638bff2aaf781eeadfdaa9_b516392f6ecb51e61041b7d873f217ce9908cc2f_facebook&cfs=1&sx=344&sy=0&sw=595&sh=595&_nc_hash=AQBT3EcmABKD-dvs	https://external.xx.fbcdn.net/safe_image.php?d=AQBI3B7_y0PMmk9S&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09ffbb004df90629fe8841%2Fa4396ba9a429f7060a638bff2aaf781eeadfdaa9_b516392f6ecb51e61041b7d873f217ce9908cc2f_facebook&_nc_hash=AQA09pVHCWSaZzEe	http://read.bi/2yZiz1z	read.bi	2017-11-14T13:20:02+0000	1510665602	"2017-11-14 14:20:02"	80	19	90	13	122
video	post_page_20446254070	20446254070_10155225326164071	https://www.facebook.com/20446254070/posts/10155225326164071	"This economist thinks a return to left-wing politics could help the UK s economy."	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/23519440_2418928728332823_4841707428665884672_n.jpg?oh=cb05689c762275c56077a645d4f26fcf&oe=5A6322F0	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/23519440_2418928728332823_4841707428665884672_n.jpg?oh=70a8c22201f945b5ef0cd4490d98961b&oe=5AAF5DD2	https://www.facebook.com/BusinessInsiderUK/videos/2418923301666699/	facebook.com	2017-11-14T13:20:00+0000	1510665600	"2017-11-14 14:20:00"	14	4	20	0	24
link	post_page_20446254070	20446254070_10155225423264071	https://www.facebook.com/20446254070/posts/10155225423264071	"You never forget your first Tesla."	https://external.xx.fbcdn.net/safe_image.php?d=AQCvJmO8GKfSgFLK&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09fd1f09df6a4f184ede15%2Fc8f978f4968c75a7ca98ebc26dddeb50a3d3958e_39d5aca34a88e2b33fcfe5eb225aa0b612a6b747_facebook&cfs=1&sx=0&sy=0&sw=595&sh=595&_nc_hash=AQCVdeRTgP5gEryo	https://external.xx.fbcdn.net/safe_image.php?url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09fd1f09df6a4f184ede15%2Fc8f978f4968c75a7ca98ebc26dddeb50a3d3958e_39d5aca34a88e2b33fcfe5eb225aa0b612a6b747_facebook&_nc_hash=AQBnyAnQXN75IoG2	http://read.bi/2ACDmEx	read.bi	2017-11-14T13:10:00+0000	1510665000	"2017-11-14 14:10:00"	13	1	18	1	20
link	post_page_20446254070	20446254070_10155225398754071	https://www.facebook.com/20446254070/posts/10155225398754071	"There s a good reason to believe that the US will stay in NAFTA for the time being."	https://external.xx.fbcdn.net/safe_image.php?d=AQDL1L8ELdHiSsdi&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09fd74c3453d2a7ffe883b%2F90302b2dc337018256b96c5c6110c4b7b4f9727e_32a4f1033ab4b036a0fe4107baa3bc827e99b765_facebook&cfs=1&sx=264&sy=0&sw=595&sh=595&_nc_hash=AQBcD9m8LlMzg-xw	https://external.xx.fbcdn.net/safe_image.php?d=AQB0MIDCrkekiLR3&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09fd74c3453d2a7ffe883b%2F90302b2dc337018256b96c5c6110c4b7b4f9727e_32a4f1033ab4b036a0fe4107baa3bc827e99b765_facebook&_nc_hash=AQA5W-58R3XXTUKq	http://read.bi/2zzRSjy	read.bi	2017-11-14T13:00:54+0000	1510664454	"2017-11-14 14:00:54"	11	0	13	3	16
link	post_page_20446254070	20446254070_10155225362139071	https://www.facebook.com/20446254070/posts/10155225362139071	"Pennsylvania  New Jersey  Delaware  Maryland and Virginia folks will agree!"	https://external.xx.fbcdn.net/safe_image.php?d=AQAtGoi8skEobQKf&w=130&h=130&url=http%3A%2F%2Fstatic3.businessinsider.com%2Fimage%2F5318b0b4ecad04891d8dff4d-1190-625%2F11-reasons-wawa-is-americas-best-convenience-store.jpg&cfs=1&_nc_hash=AQCIFNim5K0D0-I7	https://external.xx.fbcdn.net/safe_image.php?d=AQAxB32Jck8TjI9u&url=http%3A%2F%2Fstatic3.businessinsider.com%2Fimage%2F5318b0b4ecad04891d8dff4d-1190-625%2F11-reasons-wawa-is-americas-best-convenience-store.jpg&_nc_hash=AQDlD8qW1LnrmZD5	http://read.bi/2yXPqnL	read.bi	2017-11-14T12:50:03+0000	1510663803	"2017-11-14 13:50:03"	19	1	28	10	39
link	post_page_20446254070	20446254070_10155225334654071	https://www.facebook.com/20446254070/posts/10155225334654071	"Never take the first offer."	https://external.xx.fbcdn.net/safe_image.php?d=AQDQg4jooxD2Y5JI&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09fc2ef8594cc455fe883b%2F120008e8cbcd0fff0746785cca3bfb9a2593d6df_1faea8b9b9fbe054e10f4423dfc41cf5df5f5be3_facebook&cfs=1&sx=68&sy=0&sw=595&sh=595&_nc_hash=AQD4ScFEjeRbuY_q	https://external.xx.fbcdn.net/safe_image.php?url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09fc2ef8594cc455fe883b%2F120008e8cbcd0fff0746785cca3bfb9a2593d6df_1faea8b9b9fbe054e10f4423dfc41cf5df5f5be3_facebook&_nc_hash=AQDclWfIvtm-ADxB	http://read.bi/2mnhYRn	read.bi	2017-11-14T12:40:00+0000	1510663200	"2017-11-14 13:40:00"	21	0	25	5	30
link	post_page_20446254070	20446254070_10155225327274071	https://www.facebook.com/20446254070/posts/10155225327274071	"Siri has a few different voices."	https://external.xx.fbcdn.net/safe_image.php?d=AQAFxb9OC_yYP5xP&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a1b6009df6a436c96a4da%2F9465d52b0d8aeca641e8a6873a388a2cf961dbb3_0bf25b5b4194e8c98ecd0e2ab18971fb062be810_facebook&cfs=1&sx=501&sy=0&sw=595&sh=595&_nc_hash=AQCJJSZ_XC3BzwGl	https://external.xx.fbcdn.net/safe_image.php?d=AQCbpXHos8djEHd_&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a1b6009df6a436c96a4da%2F9465d52b0d8aeca641e8a6873a388a2cf961dbb3_0bf25b5b4194e8c98ecd0e2ab18971fb062be810_facebook&_nc_hash=AQBo22SmR9b8-bOK	http://read.bi/2ibRnCw	read.bi	2017-11-14T12:35:03+0000	1510662903	"2017-11-14 13:35:03"	6	0	9	2	11
link	post_page_20446254070	20446254070_10155225319449071	https://www.facebook.com/20446254070/posts/10155225319449071	"Long before the hippies and techies  San Francisco was known for its sand dunes."	https://external.xx.fbcdn.net/safe_image.php?d=AQDgyDgt1c5QKKjZ&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09ffc97bcaa4394ffe883e%2Fa65c74b8565059c29d38f4e2f6f0feac3dc8ba43_cf8d5992e2a30b122ffe6cecfbe7f9b0614614ec_facebook&cfs=1&_nc_hash=AQCrfCnzIit-clUc	https://external.xx.fbcdn.net/safe_image.php?d=AQDU5dV23VkIvj1O&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09ffc97bcaa4394ffe883e%2Fa65c74b8565059c29d38f4e2f6f0feac3dc8ba43_cf8d5992e2a30b122ffe6cecfbe7f9b0614614ec_facebook&_nc_hash=AQBdZeFssTTPPEhA	http://read.bi/2zGq8r1	read.bi	2017-11-14T12:30:25+0000	1510662625	"2017-11-14 13:30:25"	47	2	51	3	56
link	post_page_20446254070	20446254070_10155225292394071	https://www.facebook.com/20446254070/posts/10155225292394071	"Conflicting personalities can lead to clashes on and off set set."	https://external.xx.fbcdn.net/safe_image.php?d=AQDhIJa45NW5Oeuu&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09f129936392914e99024d%2F4c12b091755a87c4664cc3c343345c7fa49a8720_68ef7d6ac03a6ee9f2af04e50bc7ac313dabcd68_facebook&cfs=1&sx=69&sy=0&sw=595&sh=595&_nc_hash=AQDP4YW5G9w0MPOl	https://external.xx.fbcdn.net/safe_image.php?d=AQDQcwLUWlVko1SE&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09f129936392914e99024d%2F4c12b091755a87c4664cc3c343345c7fa49a8720_68ef7d6ac03a6ee9f2af04e50bc7ac313dabcd68_facebook&_nc_hash=AQA7EfRXfQEexMLh	http://read.bi/2AGFYCf	read.bi	2017-11-14T12:20:08+0000	1510662008	"2017-11-14 13:20:08"	28	0	33	0	33
link	post_page_20446254070	20446254070_10155225278779071	https://www.facebook.com/20446254070/posts/10155225278779071	"Want to live in one of these cool cities? It s going to cost you."	https://external.xx.fbcdn.net/safe_image.php?d=AQCGILoB7nByxs5c&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a00be9363923638fe883c%2F35a0291064366791d01e3edb917c602637c57448_8f860f080c7043100b85fa3bb51e4e741a23a717_facebook&cfs=1&_nc_hash=AQA3z5EmXSjyjIg8	https://external.xx.fbcdn.net/safe_image.php?d=AQDNucTpLhn_LOSY&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a00be9363923638fe883c%2F35a0291064366791d01e3edb917c602637c57448_8f860f080c7043100b85fa3bb51e4e741a23a717_facebook&_nc_hash=AQCIUVpDY-BYJDT0	http://read.bi/2AGADdY	read.bi	2017-11-14T12:10:00+0000	1510661400	"2017-11-14 13:10:00"	38	0	45	5	50
link	post_page_20446254070	20446254070_10155225263674071	https://www.facebook.com/20446254070/posts/10155225263674071	"Trump has got high hopes about this."	https://external.xx.fbcdn.net/safe_image.php?d=AQC5VBu1WtOwxKLW&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0ad814c3453dbd0e3d0f08%2Ff7de73707945837a78a4b0816795619a956696c7_53823d48c888b3757688075130ebe54ba3299b8c_facebook&cfs=1&sx=385&sy=0&sw=595&sh=595&_nc_hash=AQCXXUWJ69S299ay	https://external.xx.fbcdn.net/safe_image.php?d=AQDXp47eO1d4v4WZ&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0ad814c3453dbd0e3d0f08%2Ff7de73707945837a78a4b0816795619a956696c7_53823d48c888b3757688075130ebe54ba3299b8c_facebook&_nc_hash=AQB2qIcc9AYA4qTg	http://read.bi/2zCs0n3	read.bi	2017-11-14T12:00:07+0000	1510660807	"2017-11-14 13:00:07"	29	54	128	10	192
link	post_page_20446254070	20446254070_10155225248709071	https://www.facebook.com/20446254070/posts/10155225248709071	"Casa Malca was formerly owned by notorious drug baron Pablo Escobar."	https://external.xx.fbcdn.net/safe_image.php?d=AQB3o5PH578r8H-H&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a01d07bcaa4d15cfe883b%2F98641d2c158bd4ead8101de2e016e737f2c62a8f_2b3d022edf7f518efd1ece007bd2906c9bda4302_facebook&cfs=1&_nc_hash=AQAovXBLjvWLBnff	https://external.xx.fbcdn.net/safe_image.php?d=AQAGlYQW0EcMuLPK&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a01d07bcaa4d15cfe883b%2F98641d2c158bd4ead8101de2e016e737f2c62a8f_2b3d022edf7f518efd1ece007bd2906c9bda4302_facebook&_nc_hash=AQDcmaoxjLRBhlId	http://read.bi/2yxhkTd	read.bi	2017-11-14T11:50:00+0000	1510660200	"2017-11-14 12:50:00"	28	4	35	6	45
link	post_page_20446254070	20446254070_10155225232384071	https://www.facebook.com/20446254070/posts/10155225232384071	"Don t embarrass your host."	https://external.xx.fbcdn.net/safe_image.php?d=AQCPBPu8K8g5QdlR&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09e905f8594c824f4ce221%2Feb983d346d8c38b33395e7cca4859f9ecdf6c55d_e478baace29094fe999af88fffe318edc5414a6f_facebook&cfs=1&_nc_hash=AQBnhsgwVKSBCZvU	https://external.xx.fbcdn.net/safe_image.php?d=AQAHqZI3H4KLgb29&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09e905f8594c824f4ce221%2Feb983d346d8c38b33395e7cca4859f9ecdf6c55d_e478baace29094fe999af88fffe318edc5414a6f_facebook&_nc_hash=AQA8Hvy3KzyiIX5P	http://read.bi/2yXyAFt	read.bi	2017-11-14T11:40:01+0000	1510659601	"2017-11-14 12:40:01"	68	1	73	4	78
link	post_page_20446254070	20446254070_10155225225344071	https://www.facebook.com/20446254070/posts/10155225225344071	"It can reach the places you can t."	https://external.xx.fbcdn.net/safe_image.php?d=AQBCRz30Xa2F7PLJ&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a194f004df9825d631013%2Fcc94f200ada9a05961c199f995ee8ef0b4fcf90c_6b1a0b9538c1517fb266167fb46e0496d6ebb059_facebook&cfs=1&_nc_hash=AQD5UYCyjSVVEZeo	https://external.xx.fbcdn.net/safe_image.php?d=AQBjD1hy50EK1-MU&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a194f004df9825d631013%2Fcc94f200ada9a05961c199f995ee8ef0b4fcf90c_6b1a0b9538c1517fb266167fb46e0496d6ebb059_facebook&_nc_hash=AQBOQs5As69GWtF0	http://read.bi/2yYQl76	read.bi	2017-11-14T11:35:00+0000	1510659300	"2017-11-14 12:35:00"	8	1	11	2	14
link	post_page_20446254070	20446254070_10155225218704071	https://www.facebook.com/20446254070/posts/10155225218704071	"Remarkably  the Nazi leader s normal voice was largely unknown outside of Hitler s inner circle."	https://external.xx.fbcdn.net/safe_image.php?d=AQCAAfAkeK1iFHfI&w=130&h=130&url=http%3A%2F%2Fstatic1.businessinsider.com%2Fimage%2F5665a73384307621008b7ebc-1190-625%2Fthe-only-known-recording-of-hitlers-normal-speaking-voice.jpg&cfs=1&sx=228&sy=0&sw=420&sh=420&_nc_hash=AQBX4O_K5S7qmcYs	https://external.xx.fbcdn.net/safe_image.php?d=AQB75bh15zh_yzYm&url=http%3A%2F%2Fstatic1.businessinsider.com%2Fimage%2F5665a73384307621008b7ebc-1190-625%2Fthe-only-known-recording-of-hitlers-normal-speaking-voice.jpg&_nc_hash=AQAM_BzeP-aAr5TT	http://read.bi/2zHPGnT	read.bi	2017-11-14T11:30:07+0000	1510659007	"2017-11-14 12:30:07"	74	6	83	7	96
link	post_page_20446254070	20446254070_10155225205064071	https://www.facebook.com/20446254070/posts/10155225205064071	"The temperature has already risen significantly — the question is how far it ll go  and what that will do to the planet."	https://external.xx.fbcdn.net/safe_image.php?d=AQBdj8PUsfrSSHpf&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09e5eb004df9c6694ce218%2Fa31fe5dae77c765be44c1dc8323314ece4d29f66_5b6d921747d0e4255a1616b7b4994958e8b53632_facebook&cfs=1&sx=595&sy=0&sw=595&sh=595&_nc_hash=AQBzKXmZWuO80QLW	https://external.xx.fbcdn.net/safe_image.php?d=AQBCLuoG7HtAQfZc&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09e5eb004df9c6694ce218%2Fa31fe5dae77c765be44c1dc8323314ece4d29f66_5b6d921747d0e4255a1616b7b4994958e8b53632_facebook&_nc_hash=AQCJwkORMB0OEDB6	http://read.bi/2mmjB1X	read.bi	2017-11-14T11:20:01+0000	1510658401	"2017-11-14 12:20:01"	22	21	29	5	55
video	post_page_20446254070	20446254070_10155225114894071	https://www.facebook.com/20446254070/posts/10155225114894071	"As long as you can pedal fast enough."	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/19776781_674963046044418_8318199883857133568_n.jpg?oh=ff9e85c4f43727af1b27a67f25cb8987&oe=5AADFFB5	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/19776781_674963046044418_8318199883857133568_n.jpg?oh=7d9f5bf961f834fd1784b5f9c9868b8f&oe=5A97D30F	https://www.facebook.com/TechInsiderUK/videos/674961259377930/	facebook.com	2017-11-14T11:20:00+0000	1510658400	"2017-11-14 12:20:00"	290	71	329	0	400
link	post_page_20446254070	20446254070_10155225191094071	https://www.facebook.com/20446254070/posts/10155225191094071	"Imitation is the sincerest form of flattery."	https://external.xx.fbcdn.net/safe_image.php?d=AQCT-pdF1bXCqSGp&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a03aec3453d3831fe883b%2F0a343e0a0a4c3a38ca63ec06e8f7891ff398ed83_4aa140e0252864789a52e12f66455c49471e1cc1_facebook&cfs=1&sx=387&sy=0&sw=595&sh=595&_nc_hash=AQBNQSN0fhyjkF5I	https://external.xx.fbcdn.net/safe_image.php?d=AQAQV9yGPIx3zjxl&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a03aec3453d3831fe883b%2F0a343e0a0a4c3a38ca63ec06e8f7891ff398ed83_4aa140e0252864789a52e12f66455c49471e1cc1_facebook&_nc_hash=AQCAuZMKcxJdEkwN	http://read.bi/2zVeRGo	read.bi	2017-11-14T11:10:01+0000	1510657801	"2017-11-14 12:10:01"	14	0	18	4	22
link	post_page_20446254070	20446254070_10155225175554071	https://www.facebook.com/20446254070/posts/10155225175554071	"Many foreign families ask if everyone in America owns a gun."	https://external.xx.fbcdn.net/safe_image.php?d=AQDCLB4D7dcaSLrj&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09e15a7bcaa42e774ce213%2Fdcce491ec7a732d6bba9b9da9b58ee245ca9dfa7_21698a2b377dccd88c0e921f1f33caaddc45174f_facebook&cfs=1&sx=279&sy=0&sw=595&sh=595&_nc_hash=AQC-vQiqJOs2DTzn	https://external.xx.fbcdn.net/safe_image.php?d=AQCm9pZNI7Hp9ZIZ&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09e15a7bcaa42e774ce213%2Fdcce491ec7a732d6bba9b9da9b58ee245ca9dfa7_21698a2b377dccd88c0e921f1f33caaddc45174f_facebook&_nc_hash=AQCuH0tzl4dLJsTw	http://read.bi/2yyiQV0	read.bi	2017-11-14T11:00:28+0000	1510657228	"2017-11-14 12:00:28"	10	4	16	0	20
video	post_page_20446254070	20446254070_10155206096844071	https://www.facebook.com/20446254070/posts/10155206096844071	"This is how Mexican drug cartels make billions selling drugs."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14768659_10154050457229071_8565082755879141376_n.jpg?oh=97a8ebe96f01b27ae4bf948aec69edbf&oe=5A9D2991	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14768659_10154050457229071_8565082755879141376_n.jpg?oh=88105869e8c0867d8e2c14c2427ba078&oe=5A680163	https://www.facebook.com/businessinsider/videos/10155206096844071/	facebook.com	2017-11-14T10:55:00+0000	1510656900	"2017-11-14 11:55:00"	246	47	282	170	499
